gender,bin,n,mean_pred,mean_gt,bias,mse,weighted_err,err_contrib,w_mass_frac
F,"[0.00,0.05)",142,0.08531586895513046,0.02321862676056338,0.06209724219456708,0.008822432234003585,0.00922615824460636,0.0006114737707123644,0.06627609829582469
F,"[0.05,0.10)",172,0.08163718651272145,0.0758656976744186,0.005771488838302849,0.0008886325794447912,0.0008058932320871324,0.00012492393822623575,0.15501301320362632
F,"[0.10,0.15)",156,0.08520650321193028,0.12378988461538462,-0.03858338140345434,0.0022413640587447014,0.0023315147963358165,0.00047165459102660765,0.20229534539856014
F,"[0.15,0.20)",96,0.08864267130390598,0.17173326041666667,-0.0830905891127607,0.008593300975762939,0.008676956332608739,0.001409790206643796,0.162475198975669
F,"[0.20,0.30)",108,0.09859575415134046,0.24083294444444442,-0.14223719029310394,0.02134388417672312,0.022092191710547875,0.005398803508496877,0.24437609356428083
F,"[0.30,0.50)",53,0.10614759398963862,0.3543146226415095,-0.24816702865187085,0.06293080345362631,0.06439429638084161,0.010918970606287227,0.16956425056203897
M,"[0.00,0.05)",828,0.08860395278457116,0.018468322463768116,0.07013563032080304,0.007117932240249841,0.006579830933025787,0.0024564489191425125,0.3733300967982311
M,"[0.05,0.10)",199,0.09663540118827056,0.0708087688442211,0.025826632344049458,0.0031472213010975015,0.0029447954415235695,0.0005311945038243199,0.1803841775676928
M,"[0.10,0.15)",111,0.10371030173018826,0.12103036036036036,-0.017320058630172094,0.003232033482464578,0.00328409299148788,0.0004897817640773372,0.1491376052221464
M,"[0.15,0.20)",73,0.10656777867168453,0.1728620821917808,-0.06629430352009628,0.008175926945837094,0.008209183309148195,0.0010755258251835262,0.13101496028051607
M,"[0.20,0.30)",46,0.10134149849486744,0.24472415217391302,-0.14338265367904557,0.022657769669535702,0.02325807335514267,0.0025893167634630206,0.11132980466288227
M,"[0.30,0.50)",16,0.09481220515043823,0.36018787500000005,-0.26537566984956185,0.07246374671525202,0.07518636389433175,0.004120465026887413,0.05480335546853133
