gender,bin,n,mean_pred,mean_gt,bias,mse,weighted_err,err_contrib,w_mass_frac
F,"[0.00,0.05)",142,0.08329651991078466,0.02321862676056338,0.06007789315022127,0.005825461456560713,0.005343715720659579,0.00035416062836737794,0.06627609829582469
F,"[0.05,0.10)",172,0.08119015092969324,0.0758656976744186,0.0053244532552746415,0.0006623784721931043,0.000619010368986373,9.595466250086623e-05,0.15501301320362632
F,"[0.10,0.15)",156,0.08567519085896211,0.12378988461538462,-0.03811469375642251,0.0022792097375303943,0.0023664809974497797,0.0004787280907582323,0.20229534539856014
F,"[0.15,0.20)",96,0.0901336950464154,0.17173326041666667,-0.08159956537025127,0.008943259234208883,0.008999098439815542,0.0014621303096106627,0.162475198975669
F,"[0.20,0.30)",108,0.09912707559347426,0.24083294444444442,-0.14170586885097014,0.021197186430077494,0.021954054085548232,0.005365045975325216,0.24437609356428083
F,"[0.30,0.50)",53,0.1070598132341363,0.3543146226415095,-0.24725480940737318,0.06249774960951795,0.06396739990198338,0.010846584224782059,0.16956425056203897
M,"[0.00,0.05)",828,0.08969419639116548,0.018468322463768116,0.07122587392739736,0.006950309842462161,0.006432357686187484,0.0024013927176252193,0.3733300967982311
M,"[0.05,0.10)",199,0.09878031325898641,0.0708087688442211,0.027971544414765306,0.003612091307053278,0.003386271486270826,0.0006108297970718917,0.1803841775676928
M,"[0.10,0.15)",111,0.10206890521242643,0.12103036036036036,-0.01896145514793393,0.002161247057325496,0.002221321337669187,0.00033128254472883736,0.1491376052221464
M,"[0.15,0.20)",73,0.10465756429860738,0.1728620821917808,-0.06820451789317343,0.006740285095303862,0.0068787227515409565,0.0009012155880738207,0.13101496028051607
M,"[0.20,0.30)",46,0.1059368746591036,0.24472415217391302,-0.1387872775148094,0.022433830492047235,0.023041890984816665,0.0025652492224030672,0.11132980466288227
M,"[0.30,0.50)",16,0.09544331982935211,0.36018787500000005,-0.26474455517064793,0.07224140195838252,0.07503551683473143,0.004112198101858753,0.05480335546853133
