gender,bin,n,mean_pred,mean_gt,bias,mse,weighted_err,err_contrib,w_mass_frac
F,"[0.00,0.05)",142,0.0876332825241795,0.02321862676056338,0.06441465576361612,0.009074321879525492,0.008776112910152246,0.0005816465218885063,0.06627609829582469
F,"[0.05,0.10)",172,0.10269913178860358,0.0758656976744186,0.026833434114184984,0.005798597980538489,0.005502462375981631,0.0008529532729404975,0.15501301320362632
F,"[0.10,0.15)",156,0.12203294707720393,0.12378988461538462,-0.0017569375381806945,0.005733121044429129,0.00573771977948937,0.0011607140045919524,0.20229534539856014
F,"[0.15,0.20)",96,0.14111606348327857,0.17173326041666667,-0.030617196933388102,0.006127050887493432,0.006185724808937589,0.001005026869140867,0.162475198975669
F,"[0.20,0.30)",108,0.16680905856480596,0.24083294444444442,-0.07402388587963846,0.010116185329128516,0.010436362251223222,0.0025503974379756547,0.24437609356428083
F,"[0.30,0.50)",53,0.20425373308142175,0.3543146226415095,-0.15006088956008773,0.027290381252040245,0.02818309664261822,0.0047788456607230755,0.16956425056203897
M,"[0.00,0.05)",828,0.09352810225429904,0.018468322463768116,0.07505977979053093,0.012534133855124616,0.011790630652468248,0.0044017972827981615,0.3733300967982311
M,"[0.05,0.10)",199,0.09521098880019678,0.0708087688442211,0.024402219955975676,0.007494887864186404,0.007514664563664232,0.0013555265870136574,0.1803841775676928
M,"[0.10,0.15)",111,0.12395786490648576,0.12103036036036036,0.0029275045461254062,0.008683021619960075,0.008628499905335145,0.0012868338125412004,0.1491376052221464
M,"[0.15,0.20)",73,0.133598546028091,0.1728620821917808,-0.03926353616368983,0.010011762442799763,0.009860257622265108,0.001291841260736719,0.13101496028051607
M,"[0.20,0.30)",46,0.18906443009162593,0.24472415217391302,-0.05565972208228709,0.01275857315274472,0.012622197446692712,0.001405226776156631,0.11132980466288227
M,"[0.30,0.50)",16,0.1865805160017781,0.36018787500000005,-0.17360735899822194,0.03345816979926282,0.03454113476284859,0.0018929700866948359,0.05480335546853133
