gender,bin,n,mean_pred,mean_gt,bias,mse,weighted_err,err_contrib,w_mass_frac
F,"[0.00,0.05)",142,0.21908320631044884,0.02321862676056338,0.19586457954988545,0.0684789590670423,0.06835364908371039,0.0045302131655502965,0.06627609829582469
F,"[0.05,0.10)",172,0.25674782947150904,0.0758656976744186,0.18088213179709045,0.06327301126442607,0.061275481057458545,0.009498496954218375,0.15501301320362632
F,"[0.10,0.15)",156,0.30508236769300995,0.12378988461538462,0.18129248307762533,0.06815936103467034,0.06809852141789102,0.013776013911363509,0.20229534539856014
F,"[0.15,0.20)",96,0.3527901587081965,0.17173326041666667,0.18105689829152985,0.06360469561073244,0.06273252258698118,0.010192479089565418,0.162475198975669
F,"[0.20,0.30)",108,0.41702264641201486,0.24083294444444442,0.17618970196757044,0.05801918958314812,0.057968293056524525,0.014166065007742888,0.24437609356428083
F,"[0.30,0.50)",53,0.5106343327035545,0.3543146226415095,0.15631971006204504,0.047808792605044816,0.04620099066417294,0.007834036357194244,0.16956425056203897
M,"[0.00,0.05)",828,0.23382025563574768,0.018468322463768116,0.21535193317197956,0.0878656102980258,0.08488324358442968,0.03168946954392296,0.3733300967982311
M,"[0.05,0.10)",199,0.23802747200049199,0.0708087688442211,0.16721870315627088,0.07045003378777691,0.0706558683799801,0.01274520070805386,0.1803841775676928
M,"[0.10,0.15)",111,0.3098946622662145,0.12103036036036036,0.18886430190585413,0.08868574624925993,0.08777664421812412,0.013090798513127394,0.1491376052221464
M,"[0.15,0.20)",73,0.33399636507022756,0.1728620821917808,0.16113428287844675,0.07742559347333332,0.07537746300122301,0.009875575321151304,0.13101496028051607
M,"[0.20,0.30)",46,0.4726610752290649,0.24472415217391302,0.2279369230551519,0.11241627951911519,0.11178127962977083,0.012444588026149409,0.11132980466288227
M,"[0.30,0.50)",16,0.46645129000444535,0.36018787500000005,0.1062634150044453,0.026363013123886777,0.02552645252599858,0.0013989352516328895,0.05480335546853133
