gender,bin,n,mean_pred,mean_gt,bias,mse,weighted_err,err_contrib,w_mass_frac
F,"[0.00,0.05)",142,0.0999366981363218,0.02321862676056338,0.07671807137575842,0.012735457174573646,0.013075270457616611,0.0008665779100934912,0.06627609829582469
F,"[0.05,0.10)",172,0.09400868355212878,0.0758656976744186,0.018142985877710183,0.0016658592815691426,0.0014727570244274072,0.00022829650407329906,0.15501301320362632
F,"[0.10,0.15)",156,0.09609656575355666,0.12378988461538462,-0.027693318861827965,0.001914142868174335,0.0019877227200816388,0.0004021070542154806,0.20229534539856014
F,"[0.15,0.20)",96,0.10059295833588285,0.17173326041666667,-0.07114030208078383,0.0079712628118406,0.00795161545434897,0.0012919403031233536,0.162475198975669
F,"[0.20,0.30)",108,0.1108505459801041,0.24083294444444442,-0.12998239846434032,0.018215864431085308,0.018886741961563494,0.004615468220723469,0.24437609356428083
F,"[0.30,0.50)",53,0.11943422704890115,0.3543146226415095,-0.23488039559260832,0.05663926943181311,0.058036120366239875,0.009840851255429751,0.16956425056203897
M,"[0.00,0.05)",828,0.11146009584546597,0.018468322463768116,0.09299177338169785,0.01250987805509178,0.011648016195926428,0.004348555013932577,0.3733300967982311
M,"[0.05,0.10)",199,0.11975674809542645,0.0708087688442211,0.04894797925120535,0.006617581920162594,0.006207700543781944,0.0011197709571766253,0.1803841775676928
M,"[0.10,0.15)",111,0.12767619046363915,0.12103036036036036,0.006645830103278794,0.0049679234431979375,0.004934589264605089,0.0007359328256781154,0.1491376052221464
M,"[0.15,0.20)",73,0.13317376645242168,0.1728620821917808,-0.03968831573935913,0.008875845689553115,0.008673116592115214,0.0011363080258242598,0.13101496028051607
M,"[0.20,0.30)",46,0.12389776293089996,0.24472415217391302,-0.12082638924301306,0.01726773371905233,0.01780809484671517,0.0019825717207028804,0.11132980466288227
M,"[0.30,0.50)",16,0.11120979903851368,0.36018787500000005,-0.24897807596148636,0.06403362100682722,0.06661277461155114,0.003650603565781996,0.05480335546853133
